bullet_type,caliber,gun_type,velocity,mass,rifling_twist,target_material,distance,damage_level
AccuBond,7.42,Mossberg 500,454.4,12.09,10.41,Rubber,10.0,53
V-Crown,9.53,AR-15,663.26,2.0,6.0,Metal,2.0,50
BTHP,5.65,AK-47,693.61,10.86,10.69,Brick,14.0,44
AMAX,8.9,Dragunov SVD,518.19,8.61,9.75,Sand,47.0,29
TMJ,7.7,Benelli M4,300.0,10.04,11.1,Water,5.0,51
HST,12.47,AK-47,300.0,5.54,11.13,Metal,6.0,56
PowerBond,7.55,AK-47,591.93,2.83,12.59,Ceramic,2.0,24
V-MAX,9.09,Smith & Wesson M&P,564.94,7.41,8.59,Water,100.0,31
Golden Saber,9.5,Springfield XD,407.61,9.51,6.93,Sand,11.0,35
Extreme Point,7.74,HK USP,554.91,9.59,12.81,Wood,7.0,73
Extreme Point,11.31,Kel-Tec KSG,300.0,9.37,12.02,Rubber,52.0,41
V-MAX,11.93,Dragunov SVD,464.18,3.7,8.66,Brick,33.0,30
ELD-M,7.53,AR-15,432.8,13.48,9.08,Kevlar,42.0,30
Critical Defense,9.88,FN Five-seveN,300.0,12.77,10.19,Sand,60.0,28
SP,6.22,Remington 870,517.46,8.99,10.08,Sand,39.0,39
Golden Saber,10.69,Dragunov SVD,300.0,4.19,8.23,Glass,85.0,36
Extreme Point,9.7,FN Five-seveN,675.17,9.05,11.5,Brick,20.0,40
Gold Dot,7.91,CZ 75,566.95,6.29,10.39,Rubber,6.0,58
PowerBond,9.99,HK416,366.36,6.59,7.2,Glass,4.0,77
Ranger T-Series,10.78,Barrett M82,300.0,10.68,10.13,Concrete,18.0,20
ELD-M,12.69,Walther PPQ,300.0,6.32,11.25,Water,9.0,54
AMAX,10.19,Kel-Tec KSG,404.81,13.66,8.9,Wood,3.0,77
V-Crown,11.67,Ruger SR9,654.51,10.52,9.53,Concrete,32.0,35
Partition,14.71,AK-47,432.3,12.03,10.29,Concrete,9.0,35
Critical Duty,5.9,Ruger SR9,465.59,4.41,6.18,Glass,12.0,76
PolyCase ARX,12.51,Barrett M82,300.0,5.53,9.61,Metal,19.0,33
BTHP,6.36,Kel-Tec KSG,398.98,3.03,10.66,Water,10.0,53
TMJ,6.86,AR-15,454.84,13.28,10.22,Ceramic,40.0,15
PolyCase ARX,8.96,Desert Eagle,524.82,19.52,12.7,Metal,81.0,21
PowerBond,7.06,CZ 75,464.81,10.08,11.44,Water,10.0,46
BTHP,6.56,CZ 75,589.75,9.04,9.18,Water,4.0,57
Hydra-Shok,8.82,Kel-Tec KSG,630.99,6.09,9.82,Rubber,7.0,45
Black Talon,8.0,SCAR-L,805.69,14.47,10.7,Water,22.0,89
JHP,7.0,M4 Carbine,543.98,7.82,6.0,Sand,2.0,50
Partition,6.14,FN Five-seveN,584.17,5.41,6.83,Glass,22.0,72
Critical Duty,13.28,M4 Carbine,395.47,2.09,9.91,Metal,15.0,31
JHP,5.4,Remington 700,807.74,3.82,13.61,Rubber,1.0,48
Gold Dot,8.5,M16,405.92,8.28,9.59,Metal,11.0,45
JHP,12.35,Benelli M4,620.41,2.0,12.03,Glass,5.0,119
SP,11.43,M16,401.42,3.09,7.14,Ceramic,3.0,20
V-MAX,9.7,HK USP,471.11,14.65,9.05,Sand,57.0,34
SP,7.13,Desert Eagle,503.99,11.32,8.52,Sand,7.0,51
TMJ,8.94,M16,300.0,6.7,10.58,Brick,14.0,32
AccuBond,5.63,Benelli M4,539.68,11.77,11.75,Metal,19.0,41
V-MAX,8.14,CZ 75,483.95,4.94,9.57,Wood,20.0,68
PowerBond,8.1,Kel-Tec KSG,365.23,11.12,9.23,Ceramic,10.0,3
Ranger T-Series,8.39,FN Five-seveN,300.0,6.55,12.73,Rubber,6.0,56
HST,6.64,SCAR-L,371.86,15.88,14.0,Water,17.0,79
Gold Dot,5.0,Barrett M82,300.0,3.45,9.14,Concrete,32.0,10
SP,12.76,M4 Carbine,399.92,14.12,9.82,Rubber,45.0,29
V-Crown,12.09,M16,366.11,7.49,10.53,Sand,18.0,47
ELD-M,11.62,Sig Sauer P320,430.32,2.0,10.79,Wood,15.0,63
BTHP,10.14,Glock 17,652.3,9.24,10.47,Glass,68.0,41
Black Talon,9.51,AK-47,318.18,10.8,6.0,Kevlar,5.0,29
Critical Defense,6.92,Dragunov SVD,383.3,14.0,10.85,Rubber,1.0,46
BT,7.24,Springfield XD,523.33,11.05,13.88,Kevlar,14.0,14
SP,13.37,Desert Eagle,303.94,4.28,6.75,Wood,1.0,64
EFMJ,14.05,Beretta 92FS,652.41,12.15,6.8,Wood,1.0,70
Partition,8.45,Desert Eagle,307.02,8.22,7.43,Wood,1.0,52
AP,9.01,FN Five-seveN,526.88,2.0,11.26,Water,19.0,69
BT,11.2,Benelli M4,712.4,7.66,6.41,Rubber,20.0,51
FMJ,9.28,Smith & Wesson M&P,303.28,3.29,12.29,Glass,6.0,59
V-Crown,9.51,AK-47,340.07,7.44,7.88,Concrete,12.0,36
Critical Defense,8.82,Beretta 92FS,409.82,10.91,11.64,Water,11.0,49
Critical Duty,6.19,Ruger SR9,503.84,3.49,8.84,Rubber,14.0,33
BTHP,7.88,Kel-Tec KSG,473.95,9.18,8.54,Rubber,4.0,41
JHP,8.6,HK USP,496.57,12.33,10.99,Ceramic,34.0,32
BT,5.0,CZ 75,601.24,5.5,11.16,Sand,7.0,32
Critical Duty,9.26,Sig Sauer P320,462.55,6.86,8.47,Ceramic,8.0,30
Ranger T-Series,15.0,AR-15,300.0,12.27,10.52,Wood,21.0,79
Ranger T-Series,7.71,M4 Carbine,754.7,12.46,11.32,Kevlar,80.0,12
AccuBond,9.1,HK USP,586.27,3.37,6.25,Water,5.0,75
SP,6.48,Dragunov SVD,300.0,3.84,9.86,Ceramic,9.0,15
Extreme Point,5.72,FN Five-seveN,463.14,11.16,9.83,Kevlar,9.0,11
AP,8.07,Glock 17,657.07,7.08,6.32,Sand,15.0,47
EFMJ,10.89,Winchester Model 70,318.31,7.38,9.98,Rubber,36.0,22
PowerBond,8.3,M16,684.89,2.0,9.89,Rubber,26.0,42
Golden Saber,7.88,HK416,306.32,6.15,11.65,Wood,5.0,68
SP,10.49,Remington 870,585.95,7.35,10.93,Metal,25.0,34
Ranger T-Series,9.6,SCAR-L,300.0,10.89,12.81,Brick,3.0,45
Extreme Point,9.84,Remington 870,688.65,6.51,10.74,Kevlar,4.0,19
Hydra-Shok,12.57,Sig Sauer P320,300.0,10.9,8.05,Glass,10.0,81
TMJ,12.19,Remington 870,738.23,7.31,9.1,Water,8.0,58
BTHP,13.49,HK USP,300.0,13.02,12.0,Concrete,41.0,33
EFMJ,5.36,HK416,876.71,7.94,11.64,Rubber,100.0,5
Ranger T-Series,11.57,Mossberg 500,520.58,5.94,11.47,Kevlar,5.0,25
TMJ,13.94,AK-47,703.36,5.08,11.68,Ceramic,21.0,8
HST,5.0,Mossberg 500,462.72,3.85,10.63,Rubber,17.0,39
Gold Dot,8.94,Dragunov SVD,300.0,9.25,10.3,Water,29.0,66
JHP,7.37,HK416,313.0,15.84,9.69,Glass,24.0,80
AccuBond,8.93,Barrett M82,593.21,11.14,12.07,Glass,6.0,95
PowerBond,12.44,M4 Carbine,1000.0,9.65,10.65,Metal,37.0,30
JHP,5.0,HK416,788.44,3.07,6.0,Ceramic,13.0,27
V-MAX,9.73,Glock 17,517.63,3.28,10.76,Metal,54.0,29
Gold Dot,7.31,M4 Carbine,688.94,11.8,11.82,Wood,16.0,81
AMAX,12.53,HK USP,543.45,9.84,8.27,Wood,7.0,66
SP,10.26,FN Five-seveN,453.59,5.46,8.91,Sand,45.0,20
Golden Saber,8.53,Glock 17,511.56,2.0,10.03,Wood,35.0,41
Partition,6.85,Beretta 92FS,386.28,7.21,12.8,Rubber,59.0,38
Ranger T-Series,15.0,M16,514.02,4.4,9.36,Kevlar,45.0,20
FMJ,9.84,Smith & Wesson M&P,571.83,5.89,9.39,Ceramic,6.0,18
PolyCase ARX,5.0,Remington 870,486.58,2.86,10.97,Brick,34.0,32
SP,6.57,Winchester Model 70,404.3,11.23,10.41,Sand,18.0,25
Extreme Point,10.24,M16,393.45,5.56,8.67,Glass,10.0,85
V-Crown,6.81,Barrett M82,444.18,10.04,10.1,Ceramic,1.0,29
BTHP,7.18,Ruger SR9,521.59,9.55,10.11,Rubber,24.0,32
V-MAX,11.96,Smith & Wesson M&P,401.95,5.67,12.53,Metal,38.0,28
PowerBond,11.69,Sig Sauer P320,604.47,7.26,8.11,Ceramic,19.0,19
PolyCase ARX,7.29,HK USP,300.0,15.04,10.16,Ceramic,7.0,20
Partition,12.51,Barrett M82,541.12,3.88,11.11,Kevlar,1.0,6
FMJ,6.87,M16,693.9,4.64,12.15,Rubber,22.0,41
PolyCase ARX,14.08,SCAR-L,853.22,2.0,8.8,Sand,10.0,71
TMJ,10.61,AR-15,484.25,7.41,13.72,Rubber,14.0,45
V-MAX,9.87,Ruger SR9,629.23,2.0,6.65,Metal,17.0,38
PowerBond,7.85,Colt 1911,541.05,6.05,7.04,Concrete,29.0,28
Critical Defense,7.17,Walther PPQ,702.95,2.0,10.43,Wood,15.0,69
AP,5.0,Winchester Model 70,450.79,10.9,6.73,Metal,15.0,48
Critical Duty,8.12,CZ 75,597.98,7.33,8.74,Sand,13.0,40
HST,8.97,M16,300.0,2.0,11.0,Rubber,11.0,66
AMAX,5.0,Mossberg 500,696.59,4.13,12.86,Water,20.0,68
Black Talon,11.47,Desert Eagle,524.03,6.09,10.56,Water,1.0,65
SP,8.52,M16,359.55,10.11,10.76,Metal,26.0,50
Critical Defense,12.64,Kel-Tec KSG,553.72,11.48,11.35,Kevlar,8.0,18
ELD-M,6.95,Springfield XD,781.22,9.58,6.82,Wood,9.0,67
Critical Defense,12.71,SCAR-L,306.94,9.21,11.23,Sand,19.0,70
JHP,7.65,HK USP,319.62,9.66,10.01,Kevlar,6.0,10
AccuBond,8.85,SCAR-L,300.0,10.59,8.4,Wood,22.0,51
Golden Saber,9.65,Benelli M4,319.9,8.05,8.08,Rubber,3.0,69
Extreme Point,8.88,SCAR-L,307.75,7.13,9.84,Sand,21.0,53
PowerBond,9.91,Dragunov SVD,459.2,8.74,11.63,Wood,25.0,51
BT,5.0,Remington 870,508.26,12.66,12.17,Wood,24.0,44
BTHP,8.58,HK USP,300.0,2.0,9.75,Wood,30.0,49
PolyCase ARX,8.76,M16,562.27,2.0,12.09,Rubber,15.0,53
EFMJ,5.0,Remington 700,549.44,10.24,7.83,Brick,40.0,17
BT,10.93,Smith & Wesson M&P,544.94,4.41,9.11,Glass,5.0,77
SP,6.27,Colt 1911,324.12,8.28,13.42,Sand,10.0,47
HST,11.83,HK416,884.01,7.87,12.39,Sand,63.0,33
JHP,9.26,Barrett M82,625.87,16.65,8.39,Rubber,31.0,40
AccuBond,7.28,Ruger SR9,300.0,10.7,11.49,Glass,27.0,76
FMJ,12.01,Springfield XD,300.0,12.02,8.86,Brick,25.0,24
ELD-M,13.99,Smith & Wesson M&P,337.84,6.76,9.41,Water,2.0,55
Golden Saber,9.12,CZ 75,517.56,4.78,9.9,Ceramic,60.0,6
BT,13.12,Springfield XD,788.65,4.61,7.33,Concrete,7.0,20
Gold Dot,8.47,Mossberg 500,364.27,12.9,10.6,Water,3.0,73
EFMJ,11.89,Beretta 92FS,300.0,10.1,12.75,Glass,1.0,71
PowerBond,7.9,Winchester Model 70,557.38,8.3,9.7,Wood,10.0,74
Partition,14.48,HK416,405.67,14.85,8.9,Concrete,22.0,38
JHP,12.23,AK-47,521.52,7.44,8.83,Sand,10.0,60
AMAX,10.41,Smith & Wesson M&P,466.9,4.92,6.0,Rubber,33.0,39
BTHP,5.0,Smith & Wesson M&P,445.57,6.63,6.0,Wood,4.0,69
SP,10.35,Winchester Model 70,704.8,12.3,13.73,Wood,4.0,69
JHP,5.3,Kel-Tec KSG,617.52,2.52,9.11,Wood,6.0,51
ELD-M,10.06,Springfield XD,542.65,7.81,8.16,Ceramic,1.0,21
BT,12.83,Springfield XD,300.0,14.44,8.23,Brick,37.0,10
PolyCase ARX,11.07,CZ 75,449.09,9.62,9.88,Brick,3.0,25
BT,11.58,HK USP,672.52,7.21,9.51,Sand,10.0,34
Black Talon,7.88,Ruger SR9,304.89,15.7,10.78,Glass,12.0,88
Critical Duty,5.0,Remington 700,453.95,9.4,7.42,Glass,5.0,78
PolyCase ARX,6.69,M4 Carbine,488.82,2.0,10.88,Rubber,43.0,31
Black Talon,8.01,Beretta 92FS,544.91,7.31,11.16,Ceramic,27.0,18
V-MAX,8.96,Colt 1911,417.64,12.86,9.42,Sand,1.0,51
Black Talon,12.81,Desert Eagle,582.98,8.67,11.64,Glass,12.0,93
V-Crown,11.19,Kel-Tec KSG,575.84,14.21,12.63,Rubber,3.0,62
Partition,15.0,Smith & Wesson M&P,316.52,3.71,9.44,Rubber,20.0,52
JHP,6.0,Glock 17,341.83,7.66,9.88,Sand,14.0,42
Partition,12.49,Walther PPQ,534.01,9.42,10.66,Ceramic,33.0,10
V-MAX,11.63,Remington 700,792.45,3.02,11.28,Sand,23.0,37
BTHP,8.65,Benelli M4,699.99,7.98,11.53,Ceramic,34.0,18
Partition,6.12,Mossberg 500,386.27,9.7,11.36,Metal,42.0,35
SP,7.15,Sig Sauer P320,338.92,2.94,11.47,Ceramic,4.0,21
FMJ,7.01,Glock 17,423.77,2.07,10.35,Kevlar,18.0,10
FMJ,14.13,Colt 1911,806.78,12.75,11.58,Ceramic,3.0,23
Gold Dot,11.48,Desert Eagle,496.7,8.46,11.51,Sand,6.0,59
BT,11.6,M4 Carbine,536.28,2.0,9.74,Ceramic,5.0,36
Critical Duty,9.26,CZ 75,334.94,5.28,12.63,Kevlar,9.0,17
Gold Dot,8.31,Smith & Wesson M&P,504.61,8.32,7.12,Kevlar,31.0,11
Critical Defense,10.01,AK-47,300.0,2.0,10.29,Glass,8.0,76
Ranger T-Series,9.31,Walther PPQ,300.0,4.31,10.82,Kevlar,27.0,20
Partition,8.71,AR-15,515.86,6.72,9.96,Kevlar,1.0,26
Partition,10.1,Dragunov SVD,546.04,6.72,13.62,Brick,17.0,40
Gold Dot,5.8,HK416,416.3,3.78,9.81,Glass,7.0,83
SP,9.8,Mossberg 500,563.55,7.44,12.79,Rubber,27.0,41
Critical Defense,8.67,Springfield XD,300.0,6.38,8.95,Water,94.0,10
BT,6.86,Barrett M82,430.37,7.22,9.62,Rubber,15.0,47
JHP,10.92,Mossberg 500,372.07,9.24,10.51,Metal,15.0,30
Extreme Point,14.39,Barrett M82,482.48,2.0,9.73,Rubber,73.0,39
ELD-M,12.83,Barrett M82,439.03,10.86,7.65,Wood,9.0,74
Critical Duty,8.15,Remington 700,952.97,10.11,10.74,Glass,10.0,80
Partition,10.99,Smith & Wesson M&P,309.35,9.94,10.16,Brick,24.0,26
Hydra-Shok,11.53,Remington 870,499.03,7.28,8.84,Concrete,14.0,20
Extreme Point,9.36,FN Five-seveN,1000.0,7.2,6.0,Ceramic,29.0,-3
SP,8.93,Beretta 92FS,622.2,7.51,6.93,Sand,11.0,28
PolyCase ARX,10.03,HK416,492.11,8.3,7.02,Sand,23.0,26
Black Talon,15.0,Beretta 92FS,663.15,11.17,9.88,Ceramic,29.0,32
BT,9.77,Mossberg 500,626.08,11.02,12.22,Sand,21.0,32
AccuBond,5.2,Sig Sauer P320,300.0,6.87,8.51,Ceramic,5.0,20
AMAX,5.86,Remington 870,300.0,10.36,11.2,Rubber,15.0,48
Extreme Point,8.49,Winchester Model 70,519.34,9.95,7.94,Ceramic,68.0,30
FMJ,5.26,Kel-Tec KSG,404.13,10.77,9.52,Glass,2.0,59
AMAX,8.6,Kel-Tec KSG,954.77,6.46,9.42,Wood,24.0,61
AccuBond,15.0,Remington 870,723.83,13.14,10.11,Concrete,31.0,21
V-Crown,7.47,SCAR-L,723.76,11.23,9.59,Wood,22.0,69
Black Talon,5.74,M16,300.0,3.64,10.1,Brick,2.0,44
Ranger T-Series,8.38,Smith & Wesson M&P,382.0,4.79,11.62,Wood,2.0,64
V-Crown,8.69,Dragunov SVD,497.93,14.08,11.03,Kevlar,14.0,12
Black Talon,6.03,HK416,352.97,2.0,10.44,Water,8.0,54
Critical Defense,5.28,AR-15,374.98,7.9,10.37,Wood,10.0,79
Critical Duty,13.07,Glock 17,448.6,16.4,8.43,Kevlar,6.0,24
Critical Duty,10.5,AR-15,524.9,12.3,9.07,Water,34.0,58
TMJ,7.55,Desert Eagle,1000.0,12.1,10.15,Glass,38.0,62
ELD-M,5.53,Smith & Wesson M&P,365.61,3.23,10.36,Ceramic,1.0,3
Partition,7.45,Colt 1911,669.13,11.18,7.62,Rubber,34.0,46
Golden Saber,5.32,Glock 17,792.72,14.13,6.0,Brick,22.0,23
AccuBond,7.26,Sig Sauer P320,300.97,6.76,9.94,Water,12.0,40
Ranger T-Series,15.0,Winchester Model 70,902.48,8.01,8.03,Glass,2.0,120
Hydra-Shok,9.72,Walther PPQ,547.1,12.05,12.78,Wood,22.0,59
Critical Defense,7.15,M4 Carbine,300.0,7.14,11.35,Brick,6.0,31
BTHP,11.04,Walther PPQ,744.36,2.0,11.17,Water,16.0,53
AMAX,6.21,Barrett M82,300.0,2.0,7.33,Concrete,5.0,11
V-Crown,7.78,Ruger SR9,791.58,9.26,11.75,Metal,42.0,26
PowerBond,5.0,Springfield XD,694.67,5.98,8.74,Wood,9.0,50
V-Crown,12.82,Smith & Wesson M&P,300.0,2.0,11.53,Ceramic,23.0,17
Critical Duty,8.39,Ruger SR9,421.99,4.81,11.73,Wood,14.0,76
V-Crown,6.54,Remington 870,636.9,6.44,6.87,Ceramic,49.0,28
Hydra-Shok,10.95,AK-47,389.01,6.06,8.01,Water,5.0,59
AP,5.86,Remington 700,848.02,12.52,12.92,Glass,62.0,63
HST,6.04,CZ 75,682.94,10.63,7.03,Ceramic,28.0,15
BT,7.86,M4 Carbine,300.0,7.42,11.08,Ceramic,24.0,21
Extreme Point,5.41,HK USP,464.92,2.9,7.88,Kevlar,37.0,1
Ranger T-Series,7.04,Ruger SR9,603.95,10.82,12.33,Glass,21.0,99
BTHP,8.41,Ruger SR9,344.08,13.88,9.56,Ceramic,2.0,21
TMJ,8.68,Kel-Tec KSG,718.34,14.93,9.86,Wood,24.0,46
AccuBond,5.03,Walther PPQ,622.9,6.91,12.29,Concrete,12.0,18
V-Crown,8.27,Dragunov SVD,643.65,10.37,13.36,Water,16.0,60
HST,10.74,Ruger SR9,436.99,5.42,9.77,Ceramic,10.0,15
V-Crown,11.24,Benelli M4,300.0,4.7,11.05,Concrete,4.0,28
ELD-M,7.51,AR-15,743.51,10.89,9.94,Ceramic,13.0,31
AP,8.43,M16,852.08,2.99,13.56,Wood,1.0,91
BT,8.26,CZ 75,706.63,6.06,12.95,Glass,1.0,77
PowerBond,5.0,AK-47,678.23,12.59,10.22,Rubber,15.0,59
Ranger T-Series,7.38,Walther PPQ,512.49,6.0,11.28,Wood,4.0,55
SP,11.39,CZ 75,358.3,3.87,12.16,Metal,20.0,32
V-Crown,11.44,Walther PPQ,648.32,15.97,8.68,Glass,4.0,99
PowerBond,10.24,AR-15,374.6,10.26,9.68,Concrete,33.0,31
PolyCase ARX,5.0,HK416,700.39,2.0,12.02,Ceramic,3.0,18
Golden Saber,6.66,M4 Carbine,554.41,9.34,7.35,Sand,12.0,44
Hydra-Shok,10.4,Glock 17,300.0,7.52,11.29,Wood,13.0,52
HST,14.14,Desert Eagle,511.2,11.24,11.1,Concrete,19.0,17
FMJ,8.96,Desert Eagle,300.0,10.01,8.58,Concrete,10.0,17
Partition,9.29,Ruger SR9,300.0,7.82,12.2,Ceramic,21.0,13
PolyCase ARX,8.66,Remington 700,300.0,9.06,10.83,Wood,29.0,58
HST,5.08,M16,300.0,9.27,8.7,Sand,3.0,56
PowerBond,10.06,M4 Carbine,300.0,9.6,7.19,Wood,2.0,81
Partition,5.0,Walther PPQ,754.3,6.5,9.08,Brick,23.0,30
EFMJ,8.74,Remington 870,614.76,2.24,8.15,Wood,38.0,40
HST,9.27,Benelli M4,899.84,7.11,9.0,Glass,13.0,126
Golden Saber,9.15,HK416,461.02,6.17,9.15,Wood,20.0,42
Black Talon,5.1,Remington 700,300.0,7.76,12.39,Concrete,7.0,25
Gold Dot,6.87,AK-47,498.23,12.41,7.37,Rubber,42.0,36
PolyCase ARX,11.07,HK USP,415.05,13.82,7.87,Sand,30.0,24
ELD-M,9.22,M16,584.62,10.87,9.15,Concrete,18.0,21
AccuBond,6.89,M4 Carbine,300.0,11.25,14.0,Ceramic,7.0,44
Critical Duty,5.79,Colt 1911,509.54,7.63,6.86,Metal,12.0,34
V-Crown,11.41,FN Five-seveN,769.57,6.46,6.0,Rubber,7.0,56
PowerBond,9.1,Benelli M4,772.63,10.94,12.56,Water,11.0,87
Golden Saber,5.61,CZ 75,737.97,11.89,8.98,Glass,1.0,80
FMJ,8.43,HK416,610.23,11.84,8.37,Wood,2.0,51
ELD-M,6.58,M4 Carbine,688.02,7.43,10.75,Metal,5.0,48
AMAX,9.9,Beretta 92FS,492.26,8.33,11.39,Metal,47.0,38
V-Crown,12.76,HK416,584.14,15.75,11.66,Ceramic,13.0,35
BTHP,5.76,Benelli M4,474.23,2.0,11.13,Rubber,13.0,42
FMJ,9.47,Colt 1911,390.63,11.92,8.6,Kevlar,15.0,8
Extreme Point,9.42,Kel-Tec KSG,551.42,6.64,11.32,Brick,14.0,40
HST,5.0,AR-15,840.17,6.64,10.81,Wood,2.0,78
Gold Dot,11.5,FN Five-seveN,555.76,6.86,12.68,Kevlar,8.0,19
V-MAX,15.0,Smith & Wesson M&P,596.63,2.0,12.94,Water,1.0,64
SP,9.41,Smith & Wesson M&P,655.47,7.16,8.19,Brick,1.0,39
AccuBond,13.08,Smith & Wesson M&P,564.51,13.12,13.39,Metal,2.0,50
BT,5.24,Smith & Wesson M&P,455.97,6.82,9.09,Water,46.0,14
JHP,6.84,Sig Sauer P320,656.18,7.38,7.14,Ceramic,5.0,14
Black Talon,9.21,HK USP,353.48,4.44,13.33,Wood,1.0,66
Partition,6.44,Glock 17,735.34,8.09,11.64,Brick,1.0,35
AP,9.11,FN Five-seveN,752.02,2.0,6.03,Sand,19.0,56
TMJ,12.01,AK-47,490.54,4.83,8.99,Water,19.0,53
TMJ,6.35,Winchester Model 70,367.59,9.55,8.57,Kevlar,6.0,11
AccuBond,12.14,HK USP,926.86,2.69,8.86,Concrete,7.0,31
PolyCase ARX,5.0,SCAR-L,359.66,3.05,13.72,Wood,8.0,63
EFMJ,7.29,SCAR-L,441.05,6.13,9.57,Metal,9.0,31
Ranger T-Series,8.41,M4 Carbine,300.0,9.99,9.04,Kevlar,30.0,14
HST,6.22,FN Five-seveN,775.06,12.05,12.04,Kevlar,56.0,11
Ranger T-Series,7.34,HK416,300.0,8.0,9.04,Water,18.0,42
ELD-M,13.19,FN Five-seveN,597.53,6.75,14.0,Kevlar,10.0,22
Ranger T-Series,12.72,M16,560.84,9.62,10.4,Kevlar,7.0,38
SP,11.16,Kel-Tec KSG,484.39,7.11,11.95,Glass,35.0,68
Ranger T-Series,12.12,Ruger SR9,391.56,10.94,13.89,Rubber,2.0,67
AMAX,7.14,Glock 17,588.13,13.94,8.38,Ceramic,11.0,18
Critical Defense,5.33,Desert Eagle,848.55,7.37,11.56,Kevlar,22.0,7
SP,6.58,HK416,449.42,3.44,8.91,Metal,6.0,37
HST,7.02,Winchester Model 70,300.0,7.77,10.41,Concrete,3.0,28
PolyCase ARX,7.17,Benelli M4,300.0,16.06,6.22,Glass,21.0,87
V-Crown,10.58,Glock 17,462.35,9.27,8.93,Rubber,18.0,54
EFMJ,9.97,Desert Eagle,408.72,4.07,12.73,Sand,19.0,32
AP,8.47,AR-15,465.77,8.14,11.64,Glass,77.0,71
Ranger T-Series,8.66,Remington 870,557.2,7.71,9.4,Rubber,8.0,59
HST,12.28,Smith & Wesson M&P,403.27,4.68,10.22,Sand,85.0,21
BTHP,5.12,HK USP,1000.0,13.05,11.5,Kevlar,1.0,9
V-MAX,11.37,Smith & Wesson M&P,576.49,10.47,11.56,Water,1.0,65
AccuBond,5.0,Colt 1911,680.39,12.64,10.84,Water,39.0,60
Black Talon,7.3,M4 Carbine,468.72,2.0,12.02,Rubber,8.0,72
Partition,13.53,M4 Carbine,470.08,9.12,9.66,Wood,9.0,106
JHP,9.9,Ruger SR9,381.24,8.31,7.07,Kevlar,1.0,11
BTHP,7.6,AR-15,515.05,4.07,8.07,Brick,1.0,20
PolyCase ARX,11.75,AK-47,300.0,9.75,9.11,Sand,20.0,55
V-MAX,10.79,Colt 1911,300.0,4.14,6.11,Sand,15.0,51
SP,10.66,AR-15,375.97,2.0,7.76,Ceramic,26.0,20
Black Talon,8.4,Kel-Tec KSG,310.73,10.91,8.06,Water,5.0,69
V-MAX,11.88,Remington 870,376.06,7.38,7.39,Concrete,38.0,33
ELD-M,7.07,Remington 870,432.69,2.0,6.69,Sand,6.0,37
FMJ,6.93,Desert Eagle,442.19,13.75,13.46,Metal,12.0,40
PowerBond,14.62,Sig Sauer P320,662.52,8.24,11.85,Metal,9.0,31
FMJ,7.5,Ruger SR9,654.6,4.78,9.46,Rubber,39.0,30
BT,5.0,M16,494.27,2.0,10.34,Concrete,34.0,19
V-MAX,12.19,Remington 870,897.04,3.58,9.16,Concrete,12.0,31
Critical Duty,13.08,Remington 700,406.68,2.0,9.14,Metal,9.0,44
JHP,8.29,Beretta 92FS,666.47,14.85,11.83,Sand,31.0,48
Hydra-Shok,5.0,Beretta 92FS,601.13,16.0,10.44,Metal,5.0,37
Hydra-Shok,8.83,Desert Eagle,456.54,12.91,7.95,Sand,57.0,21
Critical Duty,15.0,Colt 1911,474.01,2.0,12.28,Kevlar,8.0,30
Partition,9.61,Smith & Wesson M&P,411.77,10.16,10.86,Kevlar,12.0,13
Golden Saber,11.31,Beretta 92FS,651.73,17.33,11.78,Rubber,33.0,36
Extreme Point,11.48,Benelli M4,749.76,4.79,10.38,Kevlar,32.0,24
ELD-M,11.91,CZ 75,507.32,7.64,10.16,Ceramic,24.0,19
Golden Saber,14.59,Remington 700,300.0,15.18,9.73,Glass,2.0,83
AccuBond,12.24,HK USP,609.24,9.39,11.05,Glass,6.0,83
TMJ,8.76,Mossberg 500,464.18,10.67,7.63,Glass,25.0,55
HST,5.65,M4 Carbine,300.0,5.26,11.08,Wood,39.0,56
Golden Saber,10.29,AR-15,515.06,2.15,6.83,Glass,4.0,101
AMAX,8.42,Springfield XD,430.42,9.93,8.77,Concrete,91.0,13
AP,11.15,HK USP,300.0,6.02,12.89,Ceramic,19.0,25
Ranger T-Series,6.41,Kel-Tec KSG,455.75,5.38,7.81,Concrete,34.0,13
AccuBond,8.1,Kel-Tec KSG,782.2,4.82,8.86,Glass,31.0,70
Critical Duty,9.03,Dragunov SVD,528.35,11.31,8.97,Water,2.0,67
Extreme Point,6.18,AK-47,505.15,9.91,8.4,Kevlar,8.0,20
Partition,9.12,M16,589.35,15.66,9.52,Glass,12.0,125
Black Talon,11.36,Remington 870,547.09,12.63,10.29,Concrete,6.0,27
V-Crown,14.73,AR-15,443.86,8.61,12.82,Concrete,23.0,35
Golden Saber,6.79,FN Five-seveN,539.01,8.42,12.06,Glass,16.0,78
V-Crown,11.72,Barrett M82,516.82,12.24,11.17,Sand,79.0,19
BT,5.0,Winchester Model 70,300.0,8.6,9.73,Concrete,4.0,25
BTHP,8.98,Walther PPQ,605.84,12.97,8.59,Water,16.0,49
SP,9.21,Barrett M82,508.99,8.72,11.14,Sand,46.0,34
AMAX,11.44,Desert Eagle,608.28,10.68,10.82,Rubber,1.0,70
Black Talon,7.44,Springfield XD,496.18,14.03,10.99,Glass,14.0,96
